tehsil,year,season,rainfall_mm,temperature_c,recharge_proxy,crop_water_intensity_index,borewell_density,irrigation_census_proxy,observed_water_table_m,_true_human_residual_m,rainfall_mm_lag1,observed_water_table_m_lag1,baseline_pred,human_residual
Mouda,2015,Monsoon,661.9,25.2,0.805,38.84,16.93,26.32,16.821,3.314,56.3,19.771,16.8345911129415,-0.01359111294149784
Mouda,2015,Post-Monsoon,116.9,24.8,0.144,39.13,16.07,21.27,18.949,2.883,661.9,16.821,19.65008015300294,-0.7010801530029376
Mouda,2015,Winter,17.7,21.6,0.016,30.48,16.95,25.32,18.964,2.624,116.9,18.949,20.188908582243766,-1.224908582243767
Mouda,2016,Pre-Monsoon,49.9,34.0,0.022,44.58,17.56,23.28,21.139,3.278,17.7,18.964,20.351010420730457,0.7879895792695422
Mouda,2016,Monsoon,536.5,27.6,0.642,33.35,17.59,19.47,17.813,2.665,49.9,21.139,18.401844396785773,-0.5888443967857739
Mouda,2016,Post-Monsoon,102.2,23.5,0.093,42.75,19.88,24.98,19.693,3.059,536.5,17.813,20.235129950333004,-0.5421299503330026
Mouda,2016,Winter,30.0,20.8,0.1,43.88,15.91,21.5,17.265,2.896,102.2,19.693,20.188908582243766,-2.923908582243765
Mouda,2017,Pre-Monsoon,100.3,32.6,0.13,42.15,17.86,23.99,17.295,3.059,30.0,17.265,20.273548874319733,-2.9785488743197313
Mouda,2017,Monsoon,666.9,27.7,0.864,43.12,17.93,20.78,16.045,2.935,100.3,17.295,16.360596222517614,-0.31559622251761255
Mouda,2017,Post-Monsoon,103.1,24.8,0.091,35.35,17.62,20.04,19.029,2.577,666.9,16.045,20.247082854442986,-1.2180828544429865
Mouda,2017,Winter,21.4,22.0,0.01,38.99,18.4,21.93,19.328,3.266,103.1,19.029,20.195199562283083,-0.8671995622830835
Mouda,2018,Pre-Monsoon,68.4,35.2,0.025,44.97,18.46,26.78,19.974,3.232,21.4,19.328,20.316344805415145,-0.342344805415145
Mouda,2018,Monsoon,712.8,26.6,0.904,36.15,17.53,29.37,15.507,2.833,68.4,19.974,16.189462651093073,-0.6824626510930738
Mouda,2018,Post-Monsoon,123.8,25.0,0.147,43.46,17.37,26.23,19.586,3.404,712.8,15.507,19.60424301621458,-0.01824301621457991
Mouda,2018,Winter,33.6,22.4,0.051,38.28,17.97,27.82,18.134,3.418,123.8,19.586,20.229433984130424,-2.0954339841304233
Mouda,2019,Pre-Monsoon,41.7,34.6,0.014,37.06,18.52,26.11,21.3,3.08,33.6,18.134,20.339831351103275,0.960168648896726
Mouda,2019,Monsoon,537.2,26.9,0.616,35.51,19.02,22.92,18.198,3.175,41.7,21.3,18.402313806291076,-0.20431380629107565
Mouda,2019,Post-Monsoon,137.8,25.1,0.114,41.89,17.81,23.7,18.805,2.551,537.2,18.198,19.59361546662959,-0.7886154666295901
Mouda,2019,Winter,14.9,22.2,0.027,42.66,17.34,22.89,20.918,3.522,137.8,18.805,20.229433984130424,0.6885660158695757
Mouda,2020,Pre-Monsoon,45.3,34.4,0.129,42.43,19.96,23.5,20.675,3.338,14.9,20.918,20.352206668313556,0.3227933316864444
Mouda,2020,Monsoon,549.9,25.9,0.707,45.7,20.01,29.86,17.675,3.304,45.3,20.675,18.080251884211147,-0.4052518842111468
Mouda,2020,Post-Monsoon,141.6,24.7,0.143,43.6,18.32,25.28,19.156,3.358,549.9,17.675,19.07336390555704,0.08263609444295739
Mouda,2020,Winter,12.0,21.3,0.036,37.54,17.84,23.25,20.877,3.338,141.6,19.156,20.188908582243766,0.6880914177562332
Mouda,2021,Pre-Monsoon,50.7,34.7,0.079,43.89,19.11,26.65,21.256,3.546,12.0,20.877,20.355250970220997,0.9007490297790035
Mouda,2021,Monsoon,738.5,28.2,0.919,46.12,18.9,26.39,15.431,2.671,50.7,21.256,16.296352700503522,-0.8653527005035233
Mouda,2021,Post-Monsoon,103.9,24.5,0.171,44.24,18.68,24.48,19.877,3.456,738.5,15.431,19.732787979304984,0.14421202069501504
Mouda,2021,Winter,20.1,21.0,0.051,36.92,18.65,24.82,18.959,2.757,103.9,19.877,20.188908582243766,-1.229908582243766
Mouda,2022,Pre-Monsoon,84.9,33.6,0.113,49.32,18.37,30.98,19.373,3.983,20.1,18.959,20.278445383213523,-0.9054453832135216
Mouda,2022,Monsoon,681.3,26.9,0.821,43.56,19.82,26.41,16.413,3.167,84.9,19.373,16.658705462665097,-0.24570546266509652
Mouda,2022,Post-Monsoon,155.8,25.1,0.172,44.47,20.45,29.3,18.059,3.29,681.3,16.413,19.004619126465858,-0.9456191264658571
Mouda,2022,Winter,18.2,23.1,0.0,38.48,18.09,27.16,20.092,3.107,155.8,18.059,20.248646452859468,-0.15664645285946932
Mouda,2023,Pre-Monsoon,65.9,35.5,0.028,47.51,18.82,28.81,19.813,3.37,18.2,20.092,20.316344805415145,-0.5033448054151464
Mouda,2023,Monsoon,802.1,24.9,0.989,40.69,19.64,28.93,15.338,3.02,65.9,19.813,15.06523057011924,0.2727694298807588
Mouda,2023,Post-Monsoon,153.4,23.9,0.207,46.82,18.87,23.96,18.062,2.89,802.1,15.338,19.00364212200536,-0.9416421220053586
Mouda,2023,Winter,20.1,21.9,0.006,41.89,19.23,29.5,19.787,2.758,153.4,18.062,20.195199562283083,-0.40819956228308385
Mouda,2024,Pre-Monsoon,43.7,35.3,0.026,42.52,18.76,27.34,21.271,3.306,20.1,19.787,20.351010420730457,0.9199895792695436
Mouda,2024,Monsoon,459.9,27.9,0.565,48.03,18.64,23.52,19.072,3.659,43.7,21.271,18.76143312176785,0.310566878232148
Mouda,2024,Post-Monsoon,113.3,24.9,0.192,41.46,18.62,28.96,19.113,3.53,459.9,19.072,19.622449425561744,-0.5094494255617441
Mouda,2024,Winter,23.8,21.7,0.024,41.36,19.2,25.09,19.289,3.344,113.3,19.113,20.195199562283083,-0.9061995622830814
Nagpur Rural,2010,Monsoon,1004.7,26.5,1.183,23.55,13.72,27.5,13.072,2.372,60.6,18.558,13.65127844131136,-0.5792784413113612
Nagpur Rural,2010,Post-Monsoon,78.7,26.9,0.159,25.0,13.67,27.62,19.649,1.728,1004.7,13.072,19.80277570583243,-0.15377570583243028
Nagpur Rural,2010,Winter,18.1,23.4,0.017,29.49,12.9,29.45,19.629,2.135,78.7,19.649,20.252966097624423,-0.6239660976244217
Nagpur Rural,2011,Pre-Monsoon,76.8,33.6,0.044,26.5,13.83,28.98,18.489,1.825,18.1,19.629,20.285809329885925,-1.7968093298859245
Nagpur Rural,2011,Monsoon,707.6,26.3,0.797,28.91,15.0,28.05,16.28,2.724,76.8,18.489,17.197399387101697,-0.9173993871016961
Nagpur Rural,2011,Post-Monsoon,178.8,26.5,0.232,26.05,15.55,31.4,17.58,2.316,707.6,16.28,19.037194302511296,-1.4571943025112972
Nagpur Rural,2011,Winter,18.4,20.4,0.008,28.92,16.23,28.69,19.795,2.654,178.8,17.58,20.19322822700872,-0.39822822700871896
Nagpur Rural,2012,Pre-Monsoon,72.2,31.1,0.064,26.27,13.14,29.29,18.715,2.233,18.4,19.795,20.3035370997005,-1.588537099700499
Nagpur Rural,2012,Monsoon,602.8,25.7,0.743,31.77,14.48,29.42,17.195,2.503,72.2,18.715,17.479579160903757,-0.2845791609037569
Nagpur Rural,2012,Post-Monsoon,118.6,26.9,0.115,28.58,15.24,28.66,19.244,2.694,602.8,17.195,20.140975685004907,-0.8969756850049073
Nagpur Rural,2012,Winter,16.1,20.9,0.054,21.78,13.96,29.39,20.08,2.272,118.6,19.244,20.19322822700872,-0.11322822700872237
Nagpur Rural,2013,Pre-Monsoon,47.5,32.5,0.072,30.86,16.73,33.09,20.847,2.793,16.1,20.08,20.34261298874139,0.5043870112586113
Nagpur Rural,2013,Monsoon,745.1,24.9,0.853,33.69,17.37,31.01,15.823,2.871,47.5,20.847,16.779668158719026,-0.956668158719026
Nagpur Rural,2013,Post-Monsoon,171.7,26.7,0.201,28.01,16.19,32.81,18.229,3.223,745.1,15.823,19.040901858066853,-0.8119018580668538
Nagpur Rural,2013,Winter,26.0,19.8,0.058,32.61,16.62,36.69,19.14,3.094,171.7,18.229,20.19322822700872,-1.05322822700872
Nagpur Rural,2014,Pre-Monsoon,62.0,31.7,0.079,31.09,15.62,39.63,20.85,3.226,26.0,19.14,20.312145556408453,0.5378544435915487
Nagpur Rural,2014,Monsoon,868.5,27.0,1.079,29.48,17.3,35.57,14.491,2.766,62.0,20.85,14.561801637946298,-0.0708016379462979
Nagpur Rural,2014,Post-Monsoon,161.7,27.2,0.2,33.5,16.95,34.92,18.111,2.842,868.5,14.491,19.04455216117536,-0.9335521611753599
Nagpur Rural,2014,Winter,13.6,21.7,0.029,27.4,16.78,37.91,21.248,3.032,161.7,18.111,20.199519207048038,1.0484807929519633
Nagpur Rural,2015,Pre-Monsoon,47.4,32.6,0.069,35.96,18.91,40.03,20.796,2.821,13.6,21.248,20.346853538231933,0.4491464617680663
Nagpur Rural,2015,Monsoon,675.8,26.7,0.817,35.58,17.12,35.71,16.916,2.867,47.4,20.796,17.24904287551751,-0.3330428755175099
Nagpur Rural,2015,Post-Monsoon,129.4,24.5,0.145,39.14,16.46,31.99,18.973,3.006,675.8,16.916,19.29315771448702,-0.3201577144870207
Nagpur Rural,2015,Winter,19.2,22.6,0.0,36.01,19.19,34.47,20.046,2.875,129.4,18.973,20.244582902109425,-0.19858290210942542
Nagpur Rural,2016,Pre-Monsoon,57.5,35.9,0.126,35.89,20.26,39.24,21.103,3.228,19.2,20.046,20.334234309096896,0.7687656909031055
Nagpur Rural,2016,Monsoon,695.4,31.1,0.884,34.77,19.32,38.24,17.124,3.414,57.5,21.103,16.892571172968943,0.23142882703105627
Nagpur Rural,2016,Post-Monsoon,125.9,26.0,0.166,38.17,16.41,40.81,18.973,2.704,695.4,17.124,19.536702776564727,-0.5637027765647282
Nagpur Rural,2016,Winter,20.9,20.1,0.051,32.87,17.94,37.68,19.746,3.064,125.9,18.973,20.19322822700872,-0.447228227008722
Nagpur Rural,2017,Pre-Monsoon,69.4,34.1,0.029,33.09,19.06,40.46,20.215,3.102,20.9,19.746,20.31986698771764,-0.1048669877176387
Nagpur Rural,2017,Monsoon,811.6,25.6,0.967,35.68,19.36,44.12,15.121,2.543,69.4,20.215,14.980234540095756,0.1407654599042445
Nagpur Rural,2017,Post-Monsoon,102.2,25.3,0.114,39.08,18.76,43.63,20.215,3.107,811.6,15.121,20.26159781043048,-0.04659781043048028
Nagpur Rural,2017,Winter,12.8,21.5,0.019,38.52,20.66,39.45,21.921,3.309,102.2,20.215,20.19322822700872,1.7277717729912787
Nagpur Rural,2018,Pre-Monsoon,58.5,32.6,0.05,42.22,20.35,41.31,21.647,3.872,12.8,21.921,20.328282358356613,1.318717641643385
Nagpur Rural,2018,Monsoon,536.7,27.7,0.704,35.39,19.48,40.7,18.195,3.05,58.5,21.647,18.263215712371277,-0.06821571237127699
Nagpur Rural,2018,Post-Monsoon,169.9,25.8,0.222,40.33,19.87,42.88,19.099,3.811,536.7,18.195,19.0359587575269,0.06304124247310128
Nagpur Rural,2018,Winter,22.3,21.8,0.0,40.77,20.74,45.03,20.661,3.838,169.9,19.099,20.199519207048038,0.46148079295196354
Nagpur Rural,2019,Pre-Monsoon,76.5,34.4,0.084,44.11,17.59,45.69,18.665,2.996,22.3,20.661,20.289997267495057,-1.6249972674950577
Nagpur Rural,2019,Monsoon,695.7,25.5,0.838,47.21,20.04,50.34,17.718,3.984,76.5,18.665,17.04338101106147,0.6746189889385299
Nagpur Rural,2019,Post-Monsoon,120.0,24.7,0.145,42.99,19.16,44.09,20.305,3.813,695.7,17.718,19.663606868889566,0.6413931311104335
Nagpur Rural,2019,Winter,18.0,20.9,0.029,44.95,19.52,42.13,20.987,3.463,120.0,20.305,20.19322822700872,0.7937717729912777
Nagpur Rural,2020,Pre-Monsoon,66.5,34.6,0.036,45.85,21.98,47.53,20.896,3.453,18.0,20.987,20.320664450180104,0.5753355498198971
Nagpur Rural,2020,Monsoon,632.2,26.4,0.807,49.6,23.04,49.88,18.39,4.222,66.5,20.896,17.34314775936554,1.0468522406344611
Nagpur Rural,2020,Post-Monsoon,125.8,26.2,0.18,44.99,20.52,45.56,20.341,3.718,632.2,18.39,19.584621543775064,0.7563784562249367
Nagpur Rural,2020,Winter,22.1,20.5,0.05,46.3,20.01,50.2,19.732,3.329,125.8,20.341,20.19322822700872,-0.46122822700872135
Nagpur Rural,2021,Pre-Monsoon,45.0,34.1,0.047,46.22,22.59,49.3,22.448,4.082,22.1,19.732,20.355330065495412,2.0926699345045883
Nagpur Rural,2021,Monsoon,351.3,26.5,0.368,47.34,21.97,51.07,21.608,4.057,45.0,22.448,19.186066471355453,2.421933528644548
Nagpur Rural,2021,Post-Monsoon,135.0,25.3,0.167,50.19,21.41,50.47,20.179,3.764,351.3,21.608,19.13969097311753,1.0393090268824672
Nagpur Rural,2021,Winter,23.2,21.1,0.006,44.66,21.43,49.81,20.319,3.976,135.0,20.179,20.19322822700872,0.1257717729912784
Nagpur Rural,2022,Pre-Monsoon,58.8,34.1,0.146,45.17,24.17,50.69,21.39,4.08,23.2,20.319,19.89429491186614,1.4957050881338603
Nagpur Rural,2022,Monsoon,633.6,28.9,0.769,52.7,22.05,50.16,18.507,4.307,58.8,21.39,17.59152774267852,0.9154722573214826
Nagpur Rural,2022,Post-Monsoon,122.0,25.7,0.117,48.61,21.1,48.03,21.171,4.324,633.6,18.507,20.138422017031957,1.0325779829680428
Nagpur Rural,2022,Winter,17.7,22.9,0.029,48.85,23.13,50.47,21.412,3.984,122.0,21.171,20.249936122361593,1.1620638776384062
Nagpur Rural,2023,Pre-Monsoon,37.3,34.8,0.038,49.58,23.43,54.16,22.822,4.027,17.7,21.412,20.355330065495412,2.466669934504587
Nagpur Rural,2023,Monsoon,672.9,29.1,0.846,54.29,24.66,55.0,18.799,4.659,37.3,22.822,17.156646126577442,1.6423538734225573
Nagpur Rural,2023,Post-Monsoon,93.1,26.9,0.074,48.99,24.72,54.28,22.317,4.202,672.9,18.799,20.269415020687212,2.047584979312788
Nagpur Rural,2023,Winter,18.9,21.1,0.026,54.77,23.06,53.06,21.387,4.497,93.1,22.317,20.19322822700872,1.1937717729912798
Nagpur Rural,2024,Pre-Monsoon,47.1,33.7,0.053,52.63,25.91,53.79,21.924,3.843,18.9,21.387,20.34261298874139,1.5813870112586095
Nagpur Rural,2024,Monsoon,633.4,26.1,0.824,52.94,25.43,54.19,18.556,4.436,47.1,21.924,17.29151061377887,1.2644893862211326
Nagpur Rural,2024,Post-Monsoon,168.4,23.0,0.148,51.81,24.16,55.76,19.752,4.263,633.4,18.556,19.080481744200178,0.6715182557998212
Nagpur Rural,2024,Winter,23.9,21.2,0.058,54.26,23.58,55.78,20.726,4.43,168.4,19.752,20.19322822700872,0.5327717729912784
Nagpur Urban,2010,Monsoon,581.7,26.9,0.552,45.71,17.62,15.8,18.416,2.702,52.1,21.448,18.54191180806118,-0.1259118080611792
Nagpur Urban,2010,Post-Monsoon,151.5,25.5,0.179,47.25,18.74,15.92,19.201,3.349,581.7,18.416,19.329308515381843,-0.12830851538184262
Nagpur Urban,2010,Winter,21.3,21.3,0.004,45.71,19.02,16.97,20.16,3.087,151.5,19.201,20.91834296427502,-0.7583429642750197
Nagpur Urban,2011,Pre-Monsoon,57.3,32.7,0.065,52.87,21.06,22.32,21.759,3.999,21.3,20.16,21.586577217573666,0.17242278242633446
Nagpur Urban,2011,Monsoon,564.2,25.8,0.573,48.08,20.34,19.68,18.181,2.992,57.3,21.759,18.81008855491943,-0.6290885549194307
Nagpur Urban,2011,Post-Monsoon,145.5,28.6,0.238,53.45,18.71,14.91,19.117,3.048,564.2,18.181,19.346771718377536,-0.22977171837753474
Nagpur Urban,2011,Winter,17.3,20.8,0.05,52.68,19.54,17.65,20.207,3.223,145.5,19.117,20.892534871321676,-0.6855348713216749
Nagpur Urban,2012,Pre-Monsoon,62.4,36.3,0.069,57.31,19.96,19.21,20.713,3.37,17.3,20.207,21.48495516276558,-0.771955162765579
Nagpur Urban,2012,Monsoon,524.2,28.1,0.516,57.16,20.84,21.79,19.564,3.49,62.4,20.713,19.301769712672375,0.26223028732762543
Nagpur Urban,2012,Post-Monsoon,104.0,24.4,0.069,54.88,22.04,22.58,21.258,3.78,524.2,19.564,21.248736002741545,0.009263997258454282
Nagpur Urban,2012,Winter,20.6,20.5,0.055,55.65,21.99,22.64,19.883,3.31,104.0,21.258,20.904580835246644,-1.0215808352466453
Nagpur Urban,2013,Pre-Monsoon,80.5,33.8,0.072,60.9,20.1,21.88,20.358,3.657,20.6,19.883,21.32739347292722,-0.9693934729272193
Nagpur Urban,2013,Monsoon,626.7,27.4,0.692,56.79,21.86,18.99,18.29,3.426,80.5,20.358,18.141521186703763,0.14847881329623647
Nagpur Urban,2013,Post-Monsoon,97.8,25.6,0.129,52.54,21.24,22.91,21.272,3.872,626.7,18.29,21.29222089129238,-0.020220891292382248
Nagpur Urban,2013,Winter,26.2,20.8,0.006,55.85,21.45,24.56,19.736,3.76,97.8,21.272,21.0025504553214,-1.2665504553214006
Nagpur Urban,2014,Pre-Monsoon,92.7,36.4,0.071,57.81,20.5,24.58,20.252,4.107,26.2,19.736,21.29787683830072,-1.045876838300721
Nagpur Urban,2014,Monsoon,577.9,24.2,0.594,55.49,21.44,23.87,18.485,3.178,92.7,20.252,18.41162543970343,0.07337456029657119
Nagpur Urban,2014,Post-Monsoon,175.7,24.3,0.149,64.19,24.87,23.13,19.603,4.304,577.9,18.485,19.390312435186015,0.21268756481398654
Nagpur Urban,2014,Winter,16.3,20.7,0.04,59.98,21.59,25.72,21.085,3.838,175.7,19.603,20.901245733755534,0.1837542662444669
Nagpur Urban,2015,Pre-Monsoon,60.4,33.3,0.077,63.87,22.88,28.88,21.699,4.186,16.3,21.085,21.499022848711043,0.19997715128895877
Nagpur Urban,2015,Monsoon,718.1,26.9,0.807,65.55,23.11,26.09,18.246,4.56,60.4,21.699,17.67144921919233,0.5745507808076695
Nagpur Urban,2015,Post-Monsoon,127.3,23.7,0.16,62.19,21.61,26.82,20.62,4.026,718.1,18.246,19.820971864915144,0.7990281350848569
Nagpur Urban,2015,Winter,20.1,20.7,0.025,65.25,20.15,27.41,21.254,4.13,127.3,20.62,20.910194165693973,0.3438058343060284
Nagpur Urban,2016,Pre-Monsoon,34.6,34.4,0.088,58.39,24.34,29.12,22.556,3.77,20.1,21.254,21.633214394030304,0.9227856059696968
Nagpur Urban,2016,Monsoon,822.7,27.8,0.905,66.52,23.91,34.3,17.943,4.697,34.6,22.556,16.46638989226849,1.47661010773151
Nagpur Urban,2016,Post-Monsoon,122.1,25.1,0.156,59.45,24.26,29.46,21.383,4.351,822.7,17.943,20.062738976438848,1.3202610235611516
Nagpur Urban,2016,Winter,23.7,19.0,0.023,59.47,22.96,33.72,20.554,3.924,122.1,21.383,20.903621032136165,-0.3496210321361666
Nagpur Urban,2017,Pre-Monsoon,63.1,32.4,0.045,66.08,25.39,33.4,21.47,4.595,23.7,20.554,21.62108631817949,-0.15108631817949103
Nagpur Urban,2017,Monsoon,726.3,29.1,0.691,63.37,24.82,27.93,19.248,4.376,63.1,21.47,18.11986037087161,1.1281396291283912
Nagpur Urban,2017,Post-Monsoon,104.0,27.1,0.14,65.84,24.46,32.56,21.522,4.379,726.3,19.248,20.630223950747148,0.8917760492528508
Nagpur Urban,2017,Winter,21.0,22.3,0.0,64.77,25.71,30.02,21.393,4.471,104.0,21.522,21.419999035802185,-0.026999035802184324
Nagpur Urban,2018,Pre-Monsoon,60.0,35.7,0.088,69.83,25.54,39.64,21.714,4.168,21.0,21.393,21.481733359406203,0.23226664059379587
Nagpur Urban,2018,Monsoon,590.3,27.1,0.651,62.49,23.73,29.82,19.333,4.339,60.0,21.714,18.332428224729725,1.0005717752702736
Nagpur Urban,2018,Post-Monsoon,132.3,24.2,0.068,67.46,24.51,34.97,21.541,4.573,590.3,19.333,20.65822914424887,0.8827708557511293
Nagpur Urban,2018,Winter,20.2,21.7,0.0,66.76,25.18,35.87,21.842,4.721,132.3,21.541,21.047937757851443,0.7940622421485557
Nagpur Urban,2019,Pre-Monsoon,55.7,35.1,0.0,65.57,24.26,29.93,22.538,4.574,20.2,21.842,21.801568584878932,0.7364314151210678
Nagpur Urban,2019,Monsoon,706.1,28.4,0.772,69.25,27.09,35.99,18.62,4.591,55.7,22.538,17.94698007563683,0.6730199243631709
Nagpur Urban,2019,Post-Monsoon,99.4,25.5,0.127,74.62,24.36,36.74,22.138,4.95,706.1,18.62,21.29394466298365,0.8440553370163499
Nagpur Urban,2019,Winter,12.7,22.2,0.0,67.85,24.67,34.13,22.955,4.481,99.4,22.138,21.494400914404682,1.460599085595316
Nagpur Urban,2020,Pre-Monsoon,65.2,35.7,0.057,67.18,27.56,36.87,22.596,4.857,12.7,22.955,21.690727565461547,0.9052724345384533
Nagpur Urban,2020,Monsoon,700.4,29.5,0.788,71.82,26.65,40.39,19.064,5.021,65.2,22.596,17.841344158416227,1.222655841583773
Nagpur Urban,2020,Post-Monsoon,129.9,24.9,0.087,65.39,25.38,36.55,21.864,5.124,700.4,19.064,20.780154763840287,1.0838452361597142
Nagpur Urban,2020,Winter,15.2,21.5,0.004,70.76,26.68,39.25,23.036,5.181,129.9,21.864,20.946840147055198,2.089159852944803
Nagpur Urban,2021,Pre-Monsoon,59.7,37.4,0.069,78.07,27.34,41.09,22.904,5.144,15.2,23.036,21.652440268963666,1.251559731036334
Nagpur Urban,2021,Monsoon,731.0,25.9,0.778,77.02,27.61,38.93,19.126,5.039,59.7,22.904,17.846284020694313,1.2797159793056885
Nagpur Urban,2021,Post-Monsoon,69.4,25.6,0.012,69.28,28.61,41.88,23.006,4.528,731.0,19.126,21.598997790036854,1.4070022099631458
Nagpur Urban,2021,Winter,17.3,24.1,0.031,72.09,27.71,35.74,22.502,4.931,69.4,23.006,21.61191564821505,0.8900843517849495
Nagpur Urban,2022,Pre-Monsoon,67.5,34.4,0.09,73.86,28.9,45.65,21.874,4.966,17.3,22.502,21.454775369114785,0.4192246308852141
Nagpur Urban,2022,Monsoon,654.5,28.8,0.665,80.29,28.13,42.23,20.549,5.234,67.5,21.874,18.24419399188271,2.304806008117289
Nagpur Urban,2022,Post-Monsoon,104.3,26.6,0.061,77.84,27.46,44.45,22.067,5.025,654.5,20.549,21.367139538760167,0.6998604612398331
Nagpur Urban,2022,Winter,15.9,21.3,0.011,75.16,27.84,42.09,22.911,5.355,104.3,22.067,20.934869716078765,1.9761302839212362
Nagpur Urban,2023,Pre-Monsoon,64.1,34.7,0.075,84.19,28.67,42.76,22.416,5.212,15.9,22.911,21.523768395293654,0.8922316047063461
Nagpur Urban,2023,Monsoon,512.5,26.9,0.541,78.23,27.99,45.77,21.448,5.285,64.1,22.416,19.189072413795888,2.2589275862041127
Nagpur Urban,2023,Post-Monsoon,139.6,26.2,0.101,77.88,29.02,41.27,21.484,4.856,512.5,21.448,20.516695427858025,0.9673045721419768
Nagpur Urban,2023,Winter,25.7,20.7,0.038,70.85,27.6,42.79,21.125,5.206,139.6,21.484,20.89317537797551,0.23182462202449017
Nagpur Urban,2024,Pre-Monsoon,45.9,32.9,0.055,85.07,28.29,46.09,23.854,5.101,25.7,21.125,21.789766310755194,2.064233689244805
Nagpur Urban,2024,Monsoon,559.6,26.3,0.604,80.96,27.74,46.75,21.15,5.815,45.9,23.854,18.719877279259034,2.4301227207409646
Nagpur Urban,2024,Post-Monsoon,103.9,26.7,0.131,81.58,27.83,46.81,22.653,5.532,559.6,21.15,21.29330490139339,1.3596950986066076
Nagpur Urban,2024,Winter,22.4,20.0,0.0,82.38,29.75,43.93,22.58,5.415,103.9,22.653,21.02999283078177,1.5500071692182296
Narkhed,2010,Monsoon,635.2,27.0,0.849,29.67,11.96,35.13,16.063,2.223,66.6,19.64,16.592950572876475,-0.5299505728764764
Narkhed,2010,Post-Monsoon,151.0,26.9,0.219,30.63,12.98,29.83,18.21,2.739,635.2,16.063,19.02562431366829,-0.8156243136682875
Narkhed,2010,Winter,15.5,19.9,0.024,36.58,10.49,32.13,19.434,2.362,151.0,18.21,20.19322822700872,-0.7592282270087196
Narkhed,2011,Pre-Monsoon,53.1,33.3,0.071,30.54,11.21,34.05,20.431,2.675,15.5,19.434,20.343008894466028,0.08799110553397327
Narkhed,2011,Monsoon,674.7,27.9,0.872,32.17,12.55,36.71,16.229,2.114,53.1,20.431,16.543198052268654,-0.3141980522686545
Narkhed,2011,Post-Monsoon,101.7,27.3,0.165,29.16,13.16,31.83,19.658,2.516,674.7,16.229,19.78295056551592,-0.12495056551592043
Narkhed,2011,Winter,21.3,20.8,0.061,33.89,13.4,30.44,18.604,2.429,101.7,19.658,20.19322822700872,-1.5892282270087215
Narkhed,2012,Pre-Monsoon,70.6,35.3,0.09,37.18,14.3,33.38,19.811,3.299,21.3,18.604,20.31917572845838,-0.5081757284583794
Narkhed,2012,Monsoon,636.0,26.6,0.825,28.48,13.56,30.81,16.802,2.101,70.6,19.811,16.772582961058724,0.029417038941275564
Narkhed,2012,Post-Monsoon,134.6,28.0,0.182,34.6,11.08,31.07,17.809,1.929,636.0,16.802,19.102979150744176,-1.2939791507441747
Narkhed,2012,Winter,9.2,19.3,0.0,30.39,13.32,33.53,21.416,2.76,134.6,17.809,20.19322822700872,1.2227717729912797
Narkhed,2013,Pre-Monsoon,62.7,34.4,0.099,34.05,12.79,32.6,19.562,2.738,9.2,21.416,20.324213740411384,-0.7622137404113829
Narkhed,2013,Monsoon,523.4,26.1,0.664,36.56,13.27,31.28,17.811,2.533,62.7,19.562,18.404782508115286,-0.5937825081152859
Narkhed,2013,Post-Monsoon,147.8,25.3,0.186,33.75,14.33,33.49,18.243,2.874,523.4,17.811,19.02504915096826,-0.7820491509682626
Narkhed,2013,Winter,28.7,21.0,0.0,34.7,15.13,37.38,18.605,2.564,147.8,18.243,20.19322822700872,-1.5882282270087202
Narkhed,2014,Pre-Monsoon,47.8,34.3,0.026,32.43,12.77,36.35,20.974,2.711,28.7,18.605,20.344150995868233,0.629849004131767
Narkhed,2014,Monsoon,603.7,26.0,0.834,37.9,14.5,32.21,15.647,2.311,47.8,20.974,16.694053495610152,-1.047053495610152
Narkhed,2014,Post-Monsoon,104.4,25.0,0.189,38.16,13.47,33.37,19.573,2.88,603.7,15.647,19.753783246387812,-0.1807832463878114
Narkhed,2014,Winter,22.3,21.9,0.065,30.86,14.2,33.37,17.674,1.961,104.4,19.573,20.199519207048038,-2.5255192070480383
Narkhed,2015,Pre-Monsoon,67.4,34.1,0.096,40.96,12.44,34.7,19.524,2.653,22.3,17.674,20.318617275450347,-0.7946172754503458
Narkhed,2015,Monsoon,405.2,28.8,0.522,41.2,13.67,37.34,19.313,3.0,67.4,19.524,19.09043995343332,0.22256004656667727
Narkhed,2015,Post-Monsoon,128.2,26.4,0.148,34.73,13.1,40.52,19.618,3.275,405.2,19.313,19.371745045383904,0.24625495461609503
Narkhed,2015,Winter,21.4,19.3,0.015,35.74,15.29,35.32,19.943,3.067,128.2,19.618,20.19322822700872,-0.2502282270087193
Narkhed,2016,Pre-Monsoon,57.7,37.1,0.063,33.55,12.76,41.26,20.432,2.665,21.4,19.943,20.33370740413861,0.09829259586138761
Narkhed,2016,Monsoon,778.5,29.6,0.996,35.05,13.5,30.5,15.576,2.566,57.7,20.432,15.382330931575673,0.1936690684243274
Narkhed,2016,Post-Monsoon,179.0,25.5,0.227,36.21,14.95,34.02,17.742,3.162,778.5,15.576,19.00776215961709,-1.2657621596170898
Narkhed,2016,Winter,11.8,19.4,0.061,37.06,13.2,35.01,20.806,3.01,179.0,17.742,20.19322822700872,0.6127717729912803
