tehsil,year,season,rainfall_mm,temperature_c,recharge_proxy,crop_water_intensity_index,borewell_density,irrigation_census_proxy,observed_water_table_m,_true_human_residual_m,rainfall_mm_lag1,observed_water_table_m_lag1
Nagpur Urban,2014,Pre-Monsoon,92.7,36.4,0.071,57.81,20.5,24.58,20.252,4.107,26.2,19.736
Nagpur Urban,2014,Monsoon,577.9,24.2,0.594,55.49,21.44,23.87,18.485,3.178,92.7,20.252
Nagpur Urban,2014,Post-Monsoon,175.7,24.3,0.149,64.19,24.87,23.13,19.603,4.304,577.9,18.485
Nagpur Urban,2014,Winter,16.3,20.7,0.04,59.98,21.59,25.72,21.085,3.838,175.7,19.603
Nagpur Urban,2015,Pre-Monsoon,60.4,33.3,0.077,63.87,22.88,28.88,21.699,4.186,16.3,21.085
Nagpur Urban,2015,Monsoon,718.1,26.9,0.807,65.55,23.11,26.09,18.246,4.56,60.4,21.699
Nagpur Urban,2015,Post-Monsoon,127.3,23.7,0.16,62.19,21.61,26.82,20.62,4.026,718.1,18.246
Nagpur Urban,2015,Winter,20.1,20.7,0.025,65.25,20.15,27.41,21.254,4.13,127.3,20.62
Nagpur Urban,2016,Pre-Monsoon,34.6,34.4,0.088,58.39,24.34,29.12,22.556,3.77,20.1,21.254
Nagpur Urban,2016,Monsoon,822.7,27.8,0.905,66.52,23.91,34.3,17.943,4.697,34.6,22.556
Nagpur Urban,2016,Post-Monsoon,122.1,25.1,0.156,59.45,24.26,29.46,21.383,4.351,822.7,17.943
Nagpur Urban,2016,Winter,23.7,19.0,0.023,59.47,22.96,33.72,20.554,3.924,122.1,21.383
Nagpur Urban,2017,Pre-Monsoon,63.1,32.4,0.045,66.08,25.39,33.4,21.47,4.595,23.7,20.554
Nagpur Urban,2017,Monsoon,726.3,29.1,0.691,63.37,24.82,27.93,19.248,4.376,63.1,21.47
Nagpur Urban,2017,Post-Monsoon,104.0,27.1,0.14,65.84,24.46,32.56,21.522,4.379,726.3,19.248
Nagpur Urban,2017,Winter,21.0,22.3,0.0,64.77,25.71,30.02,21.393,4.471,104.0,21.522
Nagpur Urban,2018,Pre-Monsoon,60.0,35.7,0.088,69.83,25.54,39.64,21.714,4.168,21.0,21.393
Nagpur Urban,2018,Monsoon,590.3,27.1,0.651,62.49,23.73,29.82,19.333,4.339,60.0,21.714
Nagpur Urban,2018,Post-Monsoon,132.3,24.2,0.068,67.46,24.51,34.97,21.541,4.573,590.3,19.333
Nagpur Urban,2018,Winter,20.2,21.7,0.0,66.76,25.18,35.87,21.842,4.721,132.3,21.541
Nagpur Urban,2019,Pre-Monsoon,55.7,35.1,0.0,65.57,24.26,29.93,22.538,4.574,20.2,21.842
Nagpur Urban,2019,Monsoon,706.1,28.4,0.772,69.25,27.09,35.99,18.62,4.591,55.7,22.538
Nagpur Urban,2019,Post-Monsoon,99.4,25.5,0.127,74.62,24.36,36.74,22.138,4.95,706.1,18.62
Nagpur Urban,2019,Winter,12.7,22.2,0.0,67.85,24.67,34.13,22.955,4.481,99.4,22.138
Nagpur Urban,2020,Pre-Monsoon,65.2,35.7,0.057,67.18,27.56,36.87,22.596,4.857,12.7,22.955
Nagpur Urban,2020,Monsoon,700.4,29.5,0.788,71.82,26.65,40.39,19.064,5.021,65.2,22.596
Nagpur Urban,2020,Post-Monsoon,129.9,24.9,0.087,65.39,25.38,36.55,21.864,5.124,700.4,19.064
Nagpur Urban,2020,Winter,15.2,21.5,0.004,70.76,26.68,39.25,23.036,5.181,129.9,21.864
Nagpur Urban,2021,Pre-Monsoon,59.7,37.4,0.069,78.07,27.34,41.09,22.904,5.144,15.2,23.036
Nagpur Urban,2021,Monsoon,731.0,25.9,0.778,77.02,27.61,38.93,19.126,5.039,59.7,22.904
Nagpur Urban,2021,Post-Monsoon,69.4,25.6,0.012,69.28,28.61,41.88,23.006,4.528,731.0,19.126
Nagpur Urban,2021,Winter,17.3,24.1,0.031,72.09,27.71,35.74,22.502,4.931,69.4,23.006
Nagpur Urban,2022,Pre-Monsoon,67.5,34.4,0.09,73.86,28.9,45.65,21.874,4.966,17.3,22.502
Nagpur Urban,2022,Monsoon,654.5,28.8,0.665,80.29,28.13,42.23,20.549,5.234,67.5,21.874
Nagpur Urban,2022,Post-Monsoon,104.3,26.6,0.061,77.84,27.46,44.45,22.067,5.025,654.5,20.549
Nagpur Urban,2022,Winter,15.9,21.3,0.011,75.16,27.84,42.09,22.911,5.355,104.3,22.067
Nagpur Urban,2023,Pre-Monsoon,64.1,34.7,0.075,84.19,28.67,42.76,22.416,5.212,15.9,22.911
Nagpur Urban,2023,Monsoon,512.5,26.9,0.541,78.23,27.99,45.77,21.448,5.285,64.1,22.416
Nagpur Urban,2023,Post-Monsoon,139.6,26.2,0.101,77.88,29.02,41.27,21.484,4.856,512.5,21.448
Nagpur Urban,2023,Winter,25.7,20.7,0.038,70.85,27.6,42.79,21.125,5.206,139.6,21.484
Nagpur Urban,2024,Pre-Monsoon,45.9,32.9,0.055,85.07,28.29,46.09,23.854,5.101,25.7,21.125
Nagpur Urban,2024,Monsoon,559.6,26.3,0.604,80.96,27.74,46.75,21.15,5.815,45.9,23.854
Nagpur Urban,2024,Post-Monsoon,103.9,26.7,0.131,81.58,27.83,46.81,22.653,5.532,559.6,21.15
Nagpur Urban,2024,Winter,22.4,20.0,0.0,82.38,29.75,43.93,22.58,5.415,103.9,22.653
Narkhed,2010,Monsoon,635.2,27.0,0.849,29.67,11.96,35.13,16.063,2.223,66.6,19.64
Narkhed,2010,Post-Monsoon,151.0,26.9,0.219,30.63,12.98,29.83,18.21,2.739,635.2,16.063
Narkhed,2010,Winter,15.5,19.9,0.024,36.58,10.49,32.13,19.434,2.362,151.0,18.21
Narkhed,2011,Pre-Monsoon,53.1,33.3,0.071,30.54,11.21,34.05,20.431,2.675,15.5,19.434
Narkhed,2011,Monsoon,674.7,27.9,0.872,32.17,12.55,36.71,16.229,2.114,53.1,20.431
Narkhed,2011,Post-Monsoon,101.7,27.3,0.165,29.16,13.16,31.83,19.658,2.516,674.7,16.229
Narkhed,2011,Winter,21.3,20.8,0.061,33.89,13.4,30.44,18.604,2.429,101.7,19.658
Narkhed,2012,Pre-Monsoon,70.6,35.3,0.09,37.18,14.3,33.38,19.811,3.299,21.3,18.604
Narkhed,2012,Monsoon,636.0,26.6,0.825,28.48,13.56,30.81,16.802,2.101,70.6,19.811
Narkhed,2012,Post-Monsoon,134.6,28.0,0.182,34.6,11.08,31.07,17.809,1.929,636.0,16.802
Narkhed,2012,Winter,9.2,19.3,0.0,30.39,13.32,33.53,21.416,2.76,134.6,17.809
Narkhed,2013,Pre-Monsoon,62.7,34.4,0.099,34.05,12.79,32.6,19.562,2.738,9.2,21.416
Narkhed,2013,Monsoon,523.4,26.1,0.664,36.56,13.27,31.28,17.811,2.533,62.7,19.562
Narkhed,2013,Post-Monsoon,147.8,25.3,0.186,33.75,14.33,33.49,18.243,2.874,523.4,17.811
Narkhed,2013,Winter,28.7,21.0,0.0,34.7,15.13,37.38,18.605,2.564,147.8,18.243
Narkhed,2014,Pre-Monsoon,47.8,34.3,0.026,32.43,12.77,36.35,20.974,2.711,28.7,18.605
Narkhed,2014,Monsoon,603.7,26.0,0.834,37.9,14.5,32.21,15.647,2.311,47.8,20.974
Narkhed,2014,Post-Monsoon,104.4,25.0,0.189,38.16,13.47,33.37,19.573,2.88,603.7,15.647
Narkhed,2014,Winter,22.3,21.9,0.065,30.86,14.2,33.37,17.674,1.961,104.4,19.573
Narkhed,2015,Pre-Monsoon,67.4,34.1,0.096,40.96,12.44,34.7,19.524,2.653,22.3,17.674
Narkhed,2015,Monsoon,405.2,28.8,0.522,41.2,13.67,37.34,19.313,3.0,67.4,19.524
Narkhed,2015,Post-Monsoon,128.2,26.4,0.148,34.73,13.1,40.52,19.618,3.275,405.2,19.313
Narkhed,2015,Winter,21.4,19.3,0.015,35.74,15.29,35.32,19.943,3.067,128.2,19.618
Narkhed,2016,Pre-Monsoon,57.7,37.1,0.063,33.55,12.76,41.26,20.432,2.665,21.4,19.943
Narkhed,2016,Monsoon,778.5,29.6,0.996,35.05,13.5,30.5,15.576,2.566,57.7,20.432
Narkhed,2016,Post-Monsoon,179.0,25.5,0.227,36.21,14.95,34.02,17.742,3.162,778.5,15.576
Narkhed,2016,Winter,11.8,19.4,0.061,37.06,13.2,35.01,20.806,3.01,179.0,17.742
Narkhed,2017,Pre-Monsoon,47.1,34.4,0.06,38.31,13.0,37.0,21.246,3.006,11.8,20.806
Narkhed,2017,Monsoon,623.4,25.9,0.832,40.37,14.11,33.88,16.806,2.997,47.1,21.246
Narkhed,2017,Post-Monsoon,130.1,26.7,0.201,40.86,15.22,33.77,18.891,2.996,623.4,16.806
Narkhed,2017,Winter,15.4,20.4,0.006,34.58,13.91,39.05,21.15,3.567,130.1,18.891
Narkhed,2018,Pre-Monsoon,53.5,34.0,0.079,38.64,16.56,34.66,20.866,3.101,15.4,21.15
Narkhed,2018,Monsoon,775.5,28.6,1.012,37.31,12.76,33.62,15.512,2.604,53.5,20.866
Narkhed,2018,Post-Monsoon,124.0,25.3,0.152,39.55,13.32,34.51,19.603,3.165,775.5,15.512
Narkhed,2018,Winter,17.3,22.2,0.0,42.81,13.35,40.09,20.903,3.705,124.0,19.603
Narkhed,2019,Pre-Monsoon,49.5,33.3,0.09,41.23,14.67,37.55,20.978,3.114,17.3,20.903
Narkhed,2019,Monsoon,533.2,27.3,0.75,42.92,15.52,38.16,17.93,2.997,49.5,20.978
Narkhed,2019,Post-Monsoon,92.6,24.4,0.134,38.63,15.43,38.8,20.493,3.221,533.2,17.93
Narkhed,2019,Winter,22.3,20.1,0.041,40.08,14.07,37.57,19.015,2.841,92.6,20.493
Narkhed,2020,Pre-Monsoon,74.3,35.4,0.116,44.73,14.81,45.68,19.823,3.445,22.3,19.015
Narkhed,2020,Monsoon,692.2,28.1,0.923,44.14,15.24,38.78,16.493,3.361,74.3,19.823
Narkhed,2020,Post-Monsoon,105.7,25.0,0.222,38.02,13.55,36.36,19.584,3.035,692.2,16.493
Narkhed,2020,Winter,22.5,20.2,0.04,36.19,14.38,35.81,19.175,3.165,105.7,19.584
Narkhed,2021,Pre-Monsoon,72.0,34.1,0.12,34.27,16.13,39.21,19.69,3.065,22.5,19.175
Narkhed,2021,Monsoon,455.5,26.1,0.627,41.63,13.89,36.32,18.266,2.91,72.0,19.69
Narkhed,2021,Post-Monsoon,80.5,24.9,0.11,36.01,15.15,41.42,20.245,2.936,455.5,18.266
Narkhed,2021,Winter,18.6,20.3,0.06,38.64,16.37,39.84,20.018,3.275,80.5,20.245
Narkhed,2022,Pre-Monsoon,72.1,33.3,0.098,40.11,16.23,36.87,20.018,3.255,18.6,20.018
Narkhed,2022,Monsoon,837.1,29.9,1.151,44.58,15.61,35.28,14.689,3.279,72.1,20.018
Narkhed,2022,Post-Monsoon,101.2,25.9,0.154,35.94,15.07,43.21,20.012,3.287,837.1,14.689
Narkhed,2022,Winter,23.3,22.4,0.053,43.02,14.37,42.22,19.336,3.29,101.2,20.012
Narkhed,2023,Pre-Monsoon,63.5,34.4,0.06,36.99,16.65,40.57,20.531,3.092,23.3,19.336
Narkhed,2023,Monsoon,770.2,26.5,1.041,39.1,17.43,37.91,15.569,3.204,63.5,20.531
Narkhed,2023,Post-Monsoon,126.2,28.1,0.154,42.22,13.03,40.01,19.21,2.814,770.2,15.569
Narkhed,2023,Winter,18.7,20.8,0.014,35.29,14.65,42.51,19.221,2.734,126.2,19.21
Narkhed,2024,Pre-Monsoon,83.4,35.0,0.095,45.69,15.3,43.29,19.409,3.705,18.7,19.221
Narkhed,2024,Monsoon,491.9,26.7,0.667,40.29,16.59,39.31,18.721,3.325,83.4,19.409
Narkhed,2024,Post-Monsoon,108.4,26.2,0.162,47.96,16.98,43.21,21.283,3.717,491.9,18.721
Narkhed,2024,Winter,23.2,19.7,0.018,40.26,16.69,40.34,19.852,3.543,108.4,21.283
Parseoni,2010,Monsoon,736.3,28.2,0.747,41.8,19.77,37.26,17.014,3.636,64.8,19.35
Parseoni,2010,Post-Monsoon,174.4,25.1,0.154,37.62,20.05,31.33,17.209,2.983,736.3,17.014
Parseoni,2010,Winter,22.0,20.2,0.041,41.95,19.53,35.98,18.023,3.033,174.4,17.209
Parseoni,2011,Pre-Monsoon,62.0,32.8,0.05,37.5,20.96,39.54,19.807,3.365,22.0,18.023
Parseoni,2011,Monsoon,844.5,25.0,0.872,39.96,20.39,38.66,15.86,3.638,62.0,19.807
Parseoni,2011,Post-Monsoon,136.2,26.8,0.12,43.73,20.63,34.95,19.106,3.532,844.5,15.86
Parseoni,2011,Winter,19.9,20.1,0.039,41.05,20.96,39.36,18.789,3.213,136.2,19.106
Parseoni,2012,Pre-Monsoon,69.7,32.4,0.077,43.69,21.88,36.72,19.891,4.077,19.9,18.789
Parseoni,2012,Monsoon,815.1,27.4,0.83,44.73,21.12,41.13,15.739,3.604,69.7,19.891
Parseoni,2012,Post-Monsoon,131.2,26.6,0.121,38.55,22.9,45.95,18.927,3.245,815.1,15.739
Parseoni,2012,Winter,21.3,22.7,0.0,42.2,21.47,41.89,18.986,3.134,131.2,18.927
Parseoni,2013,Pre-Monsoon,72.2,33.9,0.088,42.55,20.92,43.55,19.594,3.763,21.3,18.986
Parseoni,2013,Monsoon,531.4,26.3,0.565,42.28,22.55,40.52,18.017,3.663,72.2,19.594
Parseoni,2013,Post-Monsoon,146.5,26.5,0.168,44.93,21.58,39.19,18.616,3.551,531.4,18.017
Parseoni,2013,Winter,26.8,21.8,0.04,43.71,20.51,40.45,18.577,3.638,146.5,18.616
Parseoni,2014,Pre-Monsoon,73.2,33.1,0.057,49.72,23.03,41.27,19.658,3.916,26.8,18.577
Parseoni,2014,Monsoon,734.0,30.3,0.78,47.36,20.57,41.03,17.149,3.833,73.2,19.658
Parseoni,2014,Post-Monsoon,148.7,23.7,0.177,51.12,20.26,46.04,18.276,4.207,734.0,17.149
Parseoni,2014,Winter,10.4,21.6,0.046,46.46,22.84,41.21,20.901,4.028,148.7,18.276
Parseoni,2015,Pre-Monsoon,77.9,31.4,0.037,44.23,21.15,43.61,18.891,3.26,10.4,20.901
Parseoni,2015,Monsoon,733.6,26.3,0.769,40.92,22.41,43.52,16.659,3.761,77.9,18.891
Parseoni,2015,Post-Monsoon,114.9,26.4,0.151,46.48,23.06,43.03,19.709,4.028,733.6,16.659
Parseoni,2015,Winter,22.4,21.0,0.014,45.78,22.24,39.38,19.532,3.794,114.9,19.709
Parseoni,2016,Pre-Monsoon,51.8,36.5,0.043,45.54,22.24,40.42,21.594,4.148,22.4,19.532
Parseoni,2016,Monsoon,499.7,29.4,0.517,47.35,24.67,46.4,19.788,4.14,51.8,21.594
Parseoni,2016,Post-Monsoon,104.4,23.6,0.102,51.6,23.83,44.81,20.115,4.2,499.7,19.788
Parseoni,2016,Winter,22.0,21.2,0.0,50.76,20.1,45.71,19.846,3.445,104.4,20.115
Parseoni,2017,Pre-Monsoon,57.0,33.4,0.091,50.98,23.87,48.01,21.59,5.131,22.0,19.846
Parseoni,2017,Monsoon,647.4,24.8,0.667,53.0,22.39,40.62,18.016,4.422,57.0,21.59
Parseoni,2017,Post-Monsoon,112.8,23.6,0.133,51.54,21.94,48.85,20.461,4.437,647.4,18.016
Parseoni,2017,Winter,22.4,21.7,0.05,44.1,22.22,44.17,19.366,3.877,112.8,20.461
Parseoni,2018,Pre-Monsoon,76.8,35.5,0.055,51.67,23.36,46.8,18.922,3.124,22.4,19.366
Parseoni,2018,Monsoon,753.1,26.2,0.852,49.91,24.34,46.05,16.938,4.097,76.8,18.922
Parseoni,2018,Post-Monsoon,153.4,26.8,0.16,54.29,26.75,48.06,19.411,4.517,753.1,16.938
Parseoni,2018,Winter,17.6,20.6,0.0,47.4,23.69,47.13,21.028,4.184,153.4,19.411
Parseoni,2019,Pre-Monsoon,50.8,35.8,0.087,52.44,24.26,51.34,21.091,4.435,17.6,21.028
Parseoni,2019,Monsoon,598.1,27.3,0.608,53.58,24.23,45.04,18.915,4.565,50.8,21.091
Parseoni,2019,Post-Monsoon,105.8,24.7,0.107,50.66,23.69,53.26,20.714,4.431,598.1,18.915
Parseoni,2019,Winter,23.3,20.5,0.033,51.54,25.14,49.38,19.204,3.901,105.8,20.714
Parseoni,2020,Pre-Monsoon,54.4,31.5,0.073,56.64,27.72,48.81,20.724,4.289,23.3,19.204
Parseoni,2020,Monsoon,698.4,25.9,0.731,47.81,26.11,47.86,16.911,3.769,54.4,20.724
Parseoni,2020,Post-Monsoon,108.5,26.0,0.129,58.06,25.92,52.19,21.236,4.802,698.4,16.911
Parseoni,2020,Winter,24.2,22.4,0.045,49.38,24.35,49.1,19.672,4.165,108.5,21.236
Parseoni,2021,Pre-Monsoon,77.8,35.6,0.118,52.03,26.16,49.52,19.298,4.295,24.2,19.672
Parseoni,2021,Monsoon,738.9,29.6,0.785,62.49,25.85,51.1,17.708,5.093,77.8,19.298
Parseoni,2021,Post-Monsoon,98.8,27.7,0.139,58.54,25.31,50.91,21.166,4.821,738.9,17.708
Parseoni,2021,Winter,22.4,23.6,0.051,54.44,26.5,55.3,21.082,4.958,98.8,21.166
Parseoni,2022,Pre-Monsoon,59.4,34.7,0.113,57.84,26.62,52.43,20.858,4.622,22.4,21.082
Parseoni,2022,Monsoon,888.7,26.7,0.939,53.94,26.88,55.71,16.561,4.676,59.4,20.858
Parseoni,2022,Post-Monsoon,110.4,26.7,0.126,56.72,26.3,53.43,20.559,4.559,888.7,16.561
Parseoni,2022,Winter,31.6,19.4,0.0,53.67,26.06,54.54,18.968,4.584,110.4,20.559
Parseoni,2023,Pre-Monsoon,49.0,33.7,0.051,53.18,25.49,50.75,21.705,4.48,31.6,18.968
Parseoni,2023,Monsoon,391.7,25.1,0.433,49.6,27.88,49.0,20.049,4.122,49.0,21.705
Parseoni,2023,Post-Monsoon,200.1,23.0,0.232,52.51,27.08,53.04,17.507,4.25,391.7,20.049
Parseoni,2023,Winter,13.0,22.6,0.001,53.73,28.25,53.39,22.66,5.01,200.1,17.507
Parseoni,2024,Pre-Monsoon,56.4,34.2,0.105,60.65,27.32,54.31,21.697,5.239,13.0,22.66
Parseoni,2024,Monsoon,561.0,26.3,0.575,55.13,26.39,58.56,19.269,4.895,56.4,21.697
Parseoni,2024,Post-Monsoon,130.4,25.8,0.123,59.88,26.65,49.5,20.527,4.757,561.0,19.269
Parseoni,2024,Winter,15.1,19.1,0.023,64.17,27.35,51.35,21.553,4.898,130.4,20.527
Ramtek,2010,Monsoon,545.3,29.0,0.47,30.81,4.61,43.15,16.908,1.709,47.7,18.904
Ramtek,2010,Post-Monsoon,111.8,27.0,0.074,26.5,4.28,45.63,18.699,2.207,545.3,16.908
Ramtek,2010,Winter,25.8,22.0,0.0,24.91,4.14,44.36,17.022,1.591,111.8,18.699
Ramtek,2011,Pre-Monsoon,41.2,33.9,0.0,30.18,6.08,48.75,20.275,2.269,25.8,17.022
Ramtek,2011,Monsoon,482.0,25.7,0.427,22.12,5.67,41.43,17.157,1.62,41.2,20.275
Ramtek,2011,Post-Monsoon,122.7,27.8,0.106,26.29,5.46,40.62,18.394,2.237,482.0,17.157
Ramtek,2011,Winter,18.2,20.7,0.0,29.23,6.09,43.85,18.805,2.08,122.7,18.394
Ramtek,2012,Pre-Monsoon,67.6,34.0,0.049,37.47,5.45,46.16,19.192,3.097,18.2,18.805
Ramtek,2012,Monsoon,552.3,27.7,0.486,28.64,7.02,46.39,17.442,2.339,67.6,19.192
Ramtek,2012,Post-Monsoon,131.0,26.1,0.094,35.27,5.21,46.49,18.734,3.005,552.3,17.442
Ramtek,2012,Winter,16.6,19.7,0.024,26.07,5.79,40.04,18.523,1.91,131.0,18.734
Ramtek,2013,Pre-Monsoon,73.3,32.3,0.087,29.68,8.43,48.73,17.752,2.244,16.6,18.523
Ramtek,2013,Monsoon,601.0,26.8,0.558,29.54,6.92,49.24,17.077,2.386,73.3,17.752
Ramtek,2013,Post-Monsoon,78.9,24.6,0.078,31.37,6.9,49.45,19.239,2.43,601.0,17.077
Ramtek,2013,Winter,17.2,22.9,0.042,32.66,8.62,43.11,19.182,2.632,78.9,19.239
Ramtek,2014,Pre-Monsoon,61.2,32.6,0.074,36.56,7.66,43.66,18.97,2.781,17.2,19.182
Ramtek,2014,Monsoon,240.5,28.6,0.212,30.93,8.38,46.6,20.082,2.625,61.2,18.97
Ramtek,2014,Post-Monsoon,162.3,26.5,0.154,35.76,6.13,49.9,17.334,2.713,240.5,20.082
Ramtek,2014,Winter,21.8,21.2,0.0,33.92,8.02,49.41,19.074,3.149,162.3,17.334
Ramtek,2015,Pre-Monsoon,45.2,34.4,0.052,38.11,8.3,47.48,19.436,2.639,21.8,19.074
Ramtek,2015,Monsoon,622.6,28.0,0.543,38.84,7.65,50.9,17.926,3.287,45.2,19.436
Ramtek,2015,Post-Monsoon,106.0,27.1,0.138,35.7,7.65,51.62,19.16,2.633,622.6,17.926
Ramtek,2015,Winter,25.3,23.5,0.044,35.11,7.89,51.12,18.107,2.782,106.0,19.16
Ramtek,2016,Pre-Monsoon,77.8,32.5,0.054,36.87,10.49,50.11,18.266,2.757,25.3,18.107
Ramtek,2016,Monsoon,237.6,25.7,0.288,38.35,7.39,51.06,20.273,3.061,77.8,18.266
Ramtek,2016,Post-Monsoon,127.0,25.3,0.134,34.48,7.47,46.76,17.644,2.321,237.6,20.273
Ramtek,2016,Winter,20.8,19.4,0.0,33.45,8.03,49.65,18.855,2.461,127.0,17.644
Ramtek,2017,Pre-Monsoon,62.3,33.9,0.029,38.0,8.29,53.03,19.168,2.605,20.8,18.855
Ramtek,2017,Monsoon,692.5,26.4,0.604,37.92,8.19,52.78,16.303,2.591,62.3,19.168
Ramtek,2017,Post-Monsoon,105.5,26.7,0.07,45.74,9.94,55.86,20.644,3.871,692.5,16.303
Ramtek,2017,Winter,8.4,20.4,0.024,38.63,9.33,55.9,21.192,3.27,105.5,20.644
Ramtek,2018,Pre-Monsoon,43.7,36.1,0.041,37.9,9.0,52.42,19.968,2.53,8.4,21.192
Ramtek,2018,Monsoon,637.0,26.2,0.585,40.65,9.88,52.18,17.328,3.168,43.7,19.968
Ramtek,2018,Post-Monsoon,116.7,27.4,0.101,42.15,9.13,49.51,19.504,3.231,637.0,17.328
Ramtek,2018,Winter,22.3,20.5,0.0,41.43,10.04,52.64,18.963,2.84,116.7,19.504
Ramtek,2019,Pre-Monsoon,82.7,35.1,0.061,42.23,10.33,48.61,18.364,3.055,22.3,18.963
Ramtek,2019,Monsoon,680.5,28.5,0.579,38.19,10.5,54.66,17.056,2.973,82.7,18.364
Ramtek,2019,Post-Monsoon,57.3,25.5,0.049,39.02,11.08,57.51,20.89,3.099,680.5,17.056
Ramtek,2019,Winter,19.1,20.9,0.011,42.12,10.93,52.4,18.685,2.654,57.3,20.89
Ramtek,2020,Pre-Monsoon,63.0,34.7,0.012,48.32,10.13,57.33,20.059,3.149,19.1,18.685
Ramtek,2020,Monsoon,687.3,30.7,0.604,47.78,11.94,57.83,17.721,3.863,63.0,20.059
Ramtek,2020,Post-Monsoon,157.6,26.3,0.057,41.94,11.39,56.32,18.505,3.023,687.3,17.721
Ramtek,2020,Winter,19.1,21.0,0.006,46.65,9.89,57.7,19.246,2.913,157.6,18.505
Ramtek,2021,Pre-Monsoon,60.6,36.6,0.07,39.38,8.18,60.18,20.069,3.416,19.1,19.246
Ramtek,2021,Monsoon,688.6,28.1,0.583,43.28,11.32,59.71,17.73,3.68,60.6,20.069
Ramtek,2021,Post-Monsoon,83.0,28.6,0.054,42.86,11.23,58.52,20.538,3.339,688.6,17.73
Ramtek,2021,Winter,21.0,17.9,0.075,44.12,11.88,54.9,18.636,3.153,83.0,20.538
Ramtek,2022,Pre-Monsoon,55.2,35.0,0.028,44.8,11.61,63.0,19.692,3.13,21.0,18.636
Ramtek,2022,Monsoon,477.5,25.9,0.365,43.96,9.84,57.24,19.487,3.395,55.2,19.692
Ramtek,2022,Post-Monsoon,89.4,24.0,0.043,46.03,12.72,62.04,20.5,3.394,477.5,19.487
Ramtek,2022,Winter,18.8,20.7,0.077,40.87,11.62,62.82,18.883,3.191,89.4,20.5
Ramtek,2023,Pre-Monsoon,59.5,31.9,0.069,49.75,12.92,59.05,19.949,3.428,18.8,18.883
Ramtek,2023,Monsoon,985.2,27.1,0.817,48.3,11.06,58.23,14.823,3.385,59.5,19.949
Ramtek,2023,Post-Monsoon,134.9,26.7,0.084,46.13,12.68,59.65,19.415,3.701,985.2,14.823
Ramtek,2023,Winter,21.5,23.1,0.013,51.29,12.97,57.56,19.225,3.475,134.9,19.415
Ramtek,2024,Pre-Monsoon,57.6,34.8,0.087,50.28,12.53,57.46,20.355,3.668,21.5,19.225
Ramtek,2024,Monsoon,960.0,28.6,0.854,46.46,12.46,62.42,15.318,3.772,57.6,20.355
Ramtek,2024,Post-Monsoon,91.6,27.6,0.082,44.16,12.92,63.36,20.647,3.487,960.0,15.318
Ramtek,2024,Winter,20.5,19.3,0.0,52.72,14.17,63.47,20.709,4.282,91.6,20.647
Savner,2010,Monsoon,712.3,27.8,0.755,25.92,18.14,30.35,9.186,2.037,60.7,13.239
Savner,2010,Post-Monsoon,123.4,25.6,0.123,29.41,17.32,26.23,12.519,2.822,712.3,9.186
Savner,2010,Winter,24.1,19.1,0.019,28.71,18.57,31.65,11.881,2.772,123.4,12.519
Savner,2011,Pre-Monsoon,73.4,33.0,0.067,21.73,18.44,30.7,12.061,2.531,24.1,11.881
Savner,2011,Monsoon,294.9,27.3,0.284,31.3,17.78,32.08,13.77,2.895,73.4,12.061
Savner,2011,Post-Monsoon,116.3,24.0,0.079,28.09,19.05,30.49,12.864,2.652,294.9,13.77
Savner,2011,Winter,19.7,21.3,0.031,35.48,18.39,31.83,13.155,2.975,116.3,12.864
Savner,2012,Pre-Monsoon,41.3,33.3,0.011,26.56,18.93,31.1,14.648,2.868,19.7,13.155
Savner,2012,Monsoon,616.2,24.6,0.637,32.94,20.55,31.94,10.75,2.57,41.3,14.648
Savner,2012,Post-Monsoon,139.5,28.2,0.162,31.62,17.53,28.66,12.008,2.624,616.2,10.75
Savner,2012,Winter,20.7,21.1,0.05,32.15,20.95,33.74,13.175,3.377,139.5,12.008
Savner,2013,Pre-Monsoon,97.6,34.5,0.115,35.21,22.27,37.41,11.804,3.738,20.7,13.175
Savner,2013,Monsoon,692.6,25.3,0.748,31.68,20.49,34.72,11.265,3.627,97.6,11.804
Savner,2013,Post-Monsoon,120.3,25.5,0.16,32.65,19.97,37.87,12.659,3.087,692.6,11.265
Savner,2013,Winter,23.0,23.5,0.046,38.02,19.54,36.02,12.534,3.155,120.3,12.659
Savner,2014,Pre-Monsoon,61.6,32.2,0.026,31.39,21.55,42.3,13.513,2.669,23.0,12.534
Savner,2014,Monsoon,807.5,25.0,0.845,38.82,21.61,33.86,9.066,2.691,61.6,13.513
Savner,2014,Post-Monsoon,150.2,26.0,0.144,38.21,22.03,40.41,13.06,3.792,807.5,9.066
Savner,2014,Winter,21.8,21.1,0.016,31.9,20.1,36.43,13.338,3.483,150.2,13.06
Savner,2015,Pre-Monsoon,71.8,35.4,0.069,39.22,21.48,42.15,13.29,3.147,21.8,13.338
Savner,2015,Monsoon,878.6,26.8,0.943,39.07,20.68,40.12,8.467,3.223,71.8,13.29
Savner,2015,Post-Monsoon,135.4,25.6,0.157,37.26,21.73,40.49,12.596,3.43,878.6,8.467
Savner,2015,Winter,12.3,19.8,0.06,38.59,20.4,34.99,14.697,3.743,135.4,12.596
Savner,2016,Pre-Monsoon,78.4,34.5,0.097,35.33,23.32,39.72,12.894,3.186,12.3,14.697
